Sample ID	Tissue	Age	Sex
GTEX-X585-3126-SM-4QASH	Pituitary	50-59	M
GTEX-X5EB-0001-SM-3PYKT	Whole Blood	40-49	M
GTEX-X5EB-0001-SM-3PZ7V	Whole Blood	40-49	M
GTEX-X5EB-0001-SM-3USRB	Whole Blood	40-49	M
GTEX-X5EB-0001-SM-58Q75	Whole Blood	40-49	M
GTEX-X5EB-0004-SM-46MWA	Cells - EBV-transformed lymphocytes	40-49	M
GTEX-X5EB-0006-SM-46MV5	Whole Blood	40-49	M
GTEX-X5EB-0008-SM-46MU3	Cells - Transformed fibroblasts	40-49	M
GTEX-X5EB-0326-SM-4QASF	Artery - Coronary	40-49	M
GTEX-X5EB-0426-SM-46MVY	Lung	40-49	M
GTEX-X5EB-0526-SM-46MVP	Pancreas	40-49	M
GTEX-X5EB-0626-SM-46MVQ	Heart - Atrial Appendage	40-49	M
GTEX-X5EB-0726-SM-46MVR	Thyroid	40-49	M
GTEX-X5EB-0826-SM-46MVS	Heart - Left Ventricle	40-49	M
GTEX-X5EB-0926-SM-46MVT	Colon - Transverse	40-49	M
GTEX-X5EB-1026-SM-46MVU	Esophagus - Gastroesophageal Junction	40-49	M
GTEX-X5EB-1126-SM-46MVV	Colon - Sigmoid	40-49	M
GTEX-X5EB-1426-SM-46MVW	Esophagus - Muscularis	40-49	M
GTEX-X5EB-1526-SM-4E3JC	Esophagus - Mucosa	40-49	M
GTEX-X5EB-1626-SM-4E3IV	Small Intestine - Terminal Ileum	40-49	M
GTEX-X5EB-1726-SM-4E3J7	Minor Salivary Gland	40-49	M
GTEX-X5EB-1826-SM-4E3K8	Prostate	40-49	M
GTEX-X5EB-1926-SM-4E3IW	Skin - Not Sun Exposed (Suprapubic)	40-49	M
GTEX-X5EB-2026-SM-4E3KA	Testis	40-49	M
GTEX-X5EB-2226-SM-46MW4	Skin - Sun Exposed (Lower leg)	40-49	M
GTEX-X5EB-2326-SM-46MW5	Muscle - Skeletal	40-49	M
GTEX-X5EB-2426-SM-4E3HX	Adipose - Subcutaneous	40-49	M
GTEX-X5EB-2526-SM-4E3HY	Nerve - Tibial	40-49	M
GTEX-X5EB-2626-SM-4E3HZ	Artery - Tibial	40-49	M
GTEX-X62O-0001-SM-3PYL1	Whole Blood	50-59	M
GTEX-X62O-0001-SM-3PZ7O	Whole Blood	50-59	M
GTEX-X62O-0001-SM-3USR7	Whole Blood	50-59	M
GTEX-X62O-0001-SM-58Q8X	Whole Blood	50-59	M
GTEX-X62O-0001-SM-5URD5	Whole Blood	50-59	M
GTEX-X62O-0005-SM-46MV1	Whole Blood	50-59	M
GTEX-X62O-0008-SM-46MU5	Cells - Transformed fibroblasts	50-59	M
GTEX-X62O-0126-SM-4E3JN	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-X62O-0226-SM-4E3JB	Adipose - Subcutaneous	50-59	M
GTEX-X62O-0826-SM-46MW8	Heart - Atrial Appendage	50-59	M
GTEX-X62O-1626-SM-46MW9	Artery - Tibial	50-59	M
GTEX-X62O-2226-SM-46MW3	Esophagus - Mucosa	50-59	M
GTEX-X638-0003-SM-47JZ1	Cells - EBV-transformed lymphocytes	70-79	F
GTEX-X638-0004-SM-4YUV8_1	Whole Blood	70-79	F
GTEX-X638-0004-SM-53IUI	Whole Blood	70-79	F
GTEX-X638-0005-SM-47JX6	Whole Blood	70-79	F
GTEX-X638-0008-SM-47JZ7	Cells - Transformed fibroblasts	70-79	F
GTEX-X638-0126-SM-47JZ8	Skin - Sun Exposed (Lower leg)	70-79	F
GTEX-X638-0226-SM-47JZ9	Adipose - Subcutaneous	70-79	F
GTEX-X638-0326-SM-47JY1	Muscle - Skeletal	70-79	F
GTEX-X638-0426-SM-47JY2	Nerve - Tibial	70-79	F
GTEX-X88G-0003-SM-4YUXA_1	Whole Blood	30-39	M
GTEX-X88G-0003-SM-53IVK	Whole Blood	30-39	M
GTEX-X88G-0004-SM-47JZ6	Cells - EBV-transformed lymphocytes	30-39	M
GTEX-X88G-0006-SM-47JX5	Whole Blood	30-39	M
GTEX-X88G-0008-SM-47JWN	Cells - Transformed fibroblasts	30-39	M
GTEX-X88G-0126-SM-47JZ3	Skin - Sun Exposed (Lower leg)	30-39	M
GTEX-X88G-0226-SM-4GIE4	Adipose - Subcutaneous	30-39	M
GTEX-X88G-0326-SM-47JZ4	Muscle - Skeletal	30-39	M
GTEX-X88G-0426-SM-47JZ5	Artery - Tibial	30-39	M
GTEX-X8HC-0003-SM-3PYKU	Whole Blood	50-59	F
GTEX-X8HC-0003-SM-3PZ7F	Whole Blood	50-59	F
GTEX-X8HC-0003-SM-3UZEU	Whole Blood	50-59	F
GTEX-X8HC-0003-SM-58Q8Y	Whole Blood	50-59	F
GTEX-X8HC-0003-SM-5URDI	Whole Blood	50-59	F
GTEX-X8HC-0006-SM-46MV6	Whole Blood	50-59	F
GTEX-X8HC-0008-SM-46MU6	Cells - Transformed fibroblasts	50-59	F
GTEX-X8HC-0126-SM-4E3JW	Skin - Sun Exposed (Lower leg)	50-59	F
GTEX-X8HC-0226-SM-4E3K1	Adipose - Subcutaneous	50-59	F
GTEX-X8HC-0526-SM-4E3JA	Muscle - Skeletal	50-59	F
GTEX-X8HC-0626-SM-4E3HQ	Skin - Not Sun Exposed (Suprapubic)	50-59	F
GTEX-X8HC-0726-SM-46MWG	Thyroid	50-59	F
GTEX-X8HC-1026-SM-46MWH	Heart - Atrial Appendage	50-59	F
GTEX-X8HC-1326-SM-46MWB	Esophagus - Gastroesophageal Junction	50-59	F
GTEX-X8HC-1426-SM-46MWC	Esophagus - Mucosa	50-59	F
GTEX-X8HC-1526-SM-46MWD	Esophagus - Muscularis	50-59	F
GTEX-X8HC-1626-SM-46MWE	Heart - Left Ventricle	50-59	F
GTEX-X8HC-2326-SM-4QAS4	Adipose - Visceral (Omentum)	50-59	F
GTEX-X8HC-2726-SM-46MUA	Ovary	50-59	F
GTEX-X8HC-2826-SM-46MWJ	Vagina	50-59	F
GTEX-XAJ8-0001-SM-3PYK8	Whole Blood	40-49	M
GTEX-XAJ8-0001-SM-3PZ7B	Whole Blood	40-49	M
GTEX-XAJ8-0001-SM-3USR2	Whole Blood	40-49	M
GTEX-XAJ8-0001-SM-58Q94	Whole Blood	40-49	M
GTEX-XAJ8-0006-SM-46MVM	Whole Blood	40-49	M
GTEX-XAJ8-0008-SM-46MU7	Cells - Transformed fibroblasts	40-49	M
GTEX-XAJ8-0126-SM-47JYG	Spleen	40-49	M
GTEX-XAJ8-0226-SM-4GIB2	Adipose - Visceral (Omentum)	40-49	M
GTEX-XAJ8-0326-SM-47JYI	Stomach	40-49	M
GTEX-XAJ8-0426-SM-47JYJ	Colon - Transverse	40-49	M
GTEX-XAJ8-0526-SM-47JYK	Small Intestine - Terminal Ileum	40-49	M
GTEX-XAJ8-0626-SM-47JY4	Prostate	40-49	M
GTEX-XAJ8-0726-SM-47JY5	Colon - Sigmoid	40-49	M
GTEX-XAJ8-0826-SM-47JY6	Skin - Sun Exposed (Lower leg)	40-49	M
GTEX-XAJ8-0926-SM-47JXZ	Adipose - Subcutaneous	40-49	M
GTEX-XAJ8-1026-SM-47JY9	Muscle - Skeletal	40-49	M
GTEX-XAJ8-1126-SM-47JYA	Nerve - Tibial	40-49	M
GTEX-XAJ8-1226-SM-47JYS	Artery - Tibial	40-49	M
GTEX-XAJ8-1326-SM-47JYT	Testis	40-49	M
GTEX-XAJ8-1426-SM-47JYM	Skin - Not Sun Exposed (Suprapubic)	40-49	M
GTEX-XBEC-0002-SM-4YUVW_1	Whole Blood	50-59	M
GTEX-XBEC-0002-SM-53IUU	Whole Blood	50-59	M
GTEX-XBEC-0002-SM-5SOEV	Whole Blood	50-59	M
GTEX-XBEC-0006-SM-4AT5T	Whole Blood	50-59	M
GTEX-XBEC-0008-SM-4AT3X	Cells - Transformed fibroblasts	50-59	M
GTEX-XBEC-0126-SM-4GIDT	Testis	50-59	M
GTEX-XBEC-0326-SM-4AT4M	Adipose - Subcutaneous	50-59	M
GTEX-XBEC-0426-SM-4QART	Nerve - Tibial	50-59	M
GTEX-XBEC-0526-SM-4QARU	Artery - Tibial	50-59	M
GTEX-XBEC-0626-SM-4QARY	Muscle - Skeletal	50-59	M
GTEX-XBEC-0726-SM-4QARZ	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-XBEC-1026-SM-4QASM	Lung	50-59	M
GTEX-XBEC-1226-SM-4AT65	Heart - Atrial Appendage	50-59	M
GTEX-XBEC-1326-SM-4AT69	Heart - Left Ventricle	50-59	M
GTEX-XBEC-1526-SM-4AT68	Liver	50-59	M
GTEX-XBEC-1826-SM-4QASN	Adipose - Visceral (Omentum)	50-59	M
GTEX-XBED-0003-SM-47JWP	Cells - EBV-transformed lymphocytes	60-69	M
GTEX-XBED-0004-SM-3PYKD	Whole Blood	60-69	M
GTEX-XBED-0004-SM-3PZ7G	Whole Blood	60-69	M
GTEX-XBED-0004-SM-3USR4	Whole Blood	60-69	M
GTEX-XBED-0004-SM-58Q93	Whole Blood	60-69	M
GTEX-XBED-0004-SM-5URD9	Whole Blood	60-69	M
GTEX-XBED-0006-SM-47JXO	Whole Blood	60-69	M
GTEX-XBED-0008-SM-47JWO	Cells - Transformed fibroblasts	60-69	M
GTEX-XBED-0126-SM-47JY7	Thyroid	60-69	M
GTEX-XBED-0226-SM-47JY8	Pancreas	60-69	M
GTEX-XBED-0526-SM-47JY3	Heart - Left Ventricle	60-69	M
GTEX-XBED-0726-SM-4GIAR	Artery - Aorta	60-69	M
GTEX-XBED-0826-SM-47JYC	Lung	60-69	M
GTEX-XBED-0926-SM-48TCE	Esophagus - Muscularis	60-69	M
GTEX-XBED-1026-SM-48TCB	Esophagus - Mucosa	60-69	M
GTEX-XBED-1126-SM-48TCF	Esophagus - Gastroesophageal Junction	60-69	M
GTEX-XBED-1226-SM-4AT5V	Stomach	60-69	M
GTEX-XBED-1326-SM-4AT4F	Adipose - Visceral (Omentum)	60-69	M
GTEX-XBED-1426-SM-4AT4G	Small Intestine - Terminal Ileum	60-69	M
GTEX-XBED-1526-SM-4AT5W	Colon - Transverse	60-69	M
GTEX-XBED-1626-SM-47JYN	Breast - Mammary Tissue	60-69	M
GTEX-XBED-1726-SM-47JYO	Colon - Sigmoid	60-69	M
GTEX-XBED-1926-SM-47JYP	Skin - Not Sun Exposed (Suprapubic)	60-69	M
GTEX-XBED-2026-SM-4AT5D	Testis	60-69	M
GTEX-XBED-2226-SM-47JYQ	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-XBED-2326-SM-47JYR	Adipose - Subcutaneous	60-69	M
GTEX-XBED-2426-SM-4AT4O	Artery - Tibial	60-69	M
GTEX-XBED-2526-SM-47JYD	Nerve - Tibial	60-69	M
GTEX-XBED-2626-SM-4E3J5	Muscle - Skeletal	60-69	M
GTEX-XBEW-0001-SM-4YUVV	Whole Blood	40-49	M
GTEX-XBEW-0001-SM-53IUT	Whole Blood	40-49	M
GTEX-XBEW-0002-SM-4AT5O	Cells - EBV-transformed lymphocytes	40-49	M
GTEX-XBEW-0006-SM-4AT4E	Whole Blood	40-49	M
GTEX-XBEW-0008-SM-4AT3Y	Cells - Transformed fibroblasts	40-49	M
GTEX-XBEW-0126-SM-4AT66	Thyroid	40-49	M
GTEX-XBEW-0226-SM-4AT6A	Lung	40-49	M
GTEX-XBEW-0526-SM-4QASO	Artery - Aorta	40-49	M
GTEX-XBEW-0626-SM-4QASP	Skin - Sun Exposed (Lower leg)	40-49	M
GTEX-XBEW-0726-SM-4QARX	Adipose - Subcutaneous	40-49	M
GTEX-XBEW-0826-SM-4QASQ	Artery - Tibial	40-49	M
GTEX-XBEW-0926-SM-4QASR	Nerve - Tibial	40-49	M
GTEX-XBEW-1026-SM-4QARV	Muscle - Skeletal	40-49	M
GTEX-XBEW-1126-SM-4QARW	Skin - Not Sun Exposed (Suprapubic)	40-49	M
GTEX-XBEW-1326-SM-4AT63	Esophagus - Mucosa	40-49	M
GTEX-XBEW-1426-SM-4AT4J	Esophagus - Muscularis	40-49	M
GTEX-XBEW-1526-SM-4AT4K	Esophagus - Gastroesophageal Junction	40-49	M
GTEX-XBEW-1626-SM-4SOJP	Pancreas	40-49	M
GTEX-XBEW-1726-SM-4RGMA	Adipose - Visceral (Omentum)	40-49	M
GTEX-XBEW-1826-SM-4RTWX	Stomach	40-49	M
GTEX-XBEW-1926-SM-4SOJO	Colon - Transverse	40-49	M
GTEX-XGQ4-0001-SM-4YUVK_1	Whole Blood	50-59	M
GTEX-XGQ4-0001-SM-53IUN	Whole Blood	50-59	M
GTEX-XGQ4-0001-SM-5SOEG	Whole Blood	50-59	M
GTEX-XGQ4-0004-SM-4AT5S	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-XGQ4-0005-SM-4AT5U	Whole Blood	50-59	M
GTEX-XGQ4-0008-SM-4AT3Z	Cells - Transformed fibroblasts	50-59	M
GTEX-XGQ4-0126-SM-4AT4H	Spleen	50-59	M
GTEX-XGQ4-0226-SM-4GIDS	Pancreas	50-59	M
GTEX-XGQ4-0326-SM-4GIEE	Heart - Left Ventricle	50-59	M
GTEX-XGQ4-0426-SM-4AT4I	Thyroid	50-59	M
GTEX-XGQ4-0526-SM-4AT6C	Heart - Atrial Appendage	50-59	M
GTEX-XGQ4-0626-SM-4AT56	Artery - Coronary	50-59	M
GTEX-XGQ4-0826-SM-4AT4T	Lung	50-59	M
GTEX-XGQ4-0926-SM-4AT4U	Breast - Mammary Tissue	50-59	M
GTEX-XGQ4-1026-SM-4AT4L	Adipose - Visceral (Omentum)	50-59	M
GTEX-XGQ4-1226-SM-4AT67	Colon - Transverse	50-59	M
GTEX-XGQ4-1326-SM-4GIDU	Small Intestine - Terminal Ileum	50-59	M
GTEX-XGQ4-1526-SM-4AT6H	Esophagus - Mucosa	50-59	M
GTEX-XGQ4-1626-SM-4AT6J	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-XGQ4-1726-SM-4RH4G	Colon - Sigmoid	50-59	M
GTEX-XGQ4-1826-SM-4AT6F	Prostate	50-59	M
GTEX-XGQ4-2026-SM-4AT6G	Testis	50-59	M
GTEX-XGQ4-2226-SM-4AT4Y	Adipose - Subcutaneous	50-59	M
GTEX-XGQ4-2326-SM-4AT53	Muscle - Skeletal	50-59	M
GTEX-XGQ4-2426-SM-4AT55	Artery - Tibial	50-59	M
GTEX-XGQ4-2526-SM-4AT57	Nerve - Tibial	50-59	M
GTEX-XGQ4-2626-SM-4AT6B	Minor Salivary Gland	50-59	M
GTEX-XK95-0005-SM-4AT4S	Whole Blood	40-49	M
GTEX-XK95-0008-SM-4AT5G	Cells - Transformed fibroblasts	40-49	M
GTEX-XK95-0226-SM-4AT58	Skin - Not Sun Exposed (Suprapubic)	40-49	M
GTEX-XK95-0426-SM-4AT4R	Adipose - Subcutaneous	40-49	M
GTEX-XK95-1026-SM-4GIDV	Esophagus - Mucosa	40-49	M
GTEX-XK95-2726-SM-4V6G6	Testis	40-49	M
GTEX-XLM4-0003-SM-4YUW8	Whole Blood	60-69	M
GTEX-XLM4-0003-SM-53IUZ	Whole Blood	60-69	M
GTEX-XLM4-0004-SM-4AT5I	Cells - EBV-transformed lymphocytes	60-69	M
GTEX-XLM4-0004-SM-5S2TF	Cells - EBV-transformed lymphocytes	60-69	M
GTEX-XLM4-0005-SM-4AT4P	Whole Blood	60-69	M
GTEX-XLM4-0005-SM-5S2RY	Whole Blood	60-69	M
GTEX-XLM4-0008-SM-4AT4W	Cells - Transformed fibroblasts	60-69	M
GTEX-XLM4-0011-R10A-SM-4AT5P	Brain - Frontal Cortex (BA9)	60-69	M
GTEX-XLM4-0011-R10A-SM-5S2TN	Brain - Frontal Cortex (BA9)	60-69	M
GTEX-XLM4-0011-R11A-SM-4AT46	Brain - Cerebellar Hemisphere	60-69	M
GTEX-XLM4-0011-R11A-SM-5S2SY	Brain - Cerebellar Hemisphere	60-69	M
GTEX-XLM4-0011-R2B-SM-4AT5Z	Brain - Substantia nigra	60-69	M
GTEX-XLM4-0011-R3B-SM-4AT6E	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-XLM4-0011-R4B-SM-4AT5C	Brain - Amygdala	60-69	M
GTEX-XLM4-0011-R6A-SM-4AT4B	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-XLM4-0011-R7A-SM-4AT5L	Brain - Putamen (basal ganglia)	60-69	M
GTEX-XLM4-0011-R8A-SM-4AT44	Brain - Hypothalamus	60-69	M
GTEX-XLM4-0011-R9A-SM-4AT45	Brain - Spinal cord (cervical c-1)	60-69	M
GTEX-XLM4-0226-SM-4AT4N	Adipose - Subcutaneous	60-69	M
GTEX-XLM4-0226-SM-5S2TL	Adipose - Subcutaneous	60-69	M
GTEX-XLM4-0426-SM-4AT54	Artery - Tibial	60-69	M
GTEX-XLM4-0426-SM-5S2T7	Artery - Tibial	60-69	M
GTEX-XLM4-0726-SM-4AT64	Thyroid	60-69	M
GTEX-XLM4-0726-SM-5S2SH	Thyroid	60-69	M
GTEX-XLM4-1026-SM-4AT51	Adipose - Visceral (Omentum)	60-69	M
GTEX-XLM4-1526-SM-4AT6D	Testis	60-69	M
GTEX-XLM4-1526-SM-5S2S1	Testis	60-69	M
GTEX-XLM4-1826-SM-5S2SC	Lung	60-69	M
GTEX-XLM4-2026-SM-4AT4X	Heart - Atrial Appendage	60-69	M
GTEX-XLM4-2326-SM-4TT2D	Esophagus - Mucosa	60-69	M
GTEX-XLM4-2926-SM-4AT59	Brain - Cerebellum	60-69	M
GTEX-XLM4-3026-SM-4AT6L	Brain - Cortex	60-69	M
GTEX-XLM4-3126-SM-4AT6M	Pituitary	60-69	M
GTEX-XMD1-0004-SM-4YUWX_1	Whole Blood	60-69	M
GTEX-XMD1-0004-SM-53IVF	Whole Blood	60-69	M
GTEX-XMD1-0006-SM-4AT4Q	Whole Blood	60-69	M
GTEX-XMD1-0008-SM-4AT41	Cells - Transformed fibroblasts	60-69	M
GTEX-XMD1-0011-R10A-SM-4AT4A	Brain - Frontal Cortex (BA9)	60-69	M
GTEX-XMD1-0011-R11A-SM-4AT5J	Brain - Cerebellar Hemisphere	60-69	M
GTEX-XMD1-0011-R1A-SM-4AT4C	Brain - Hippocampus	60-69	M
GTEX-XMD1-0011-R2B-SM-4AT5N	Brain - Substantia nigra	60-69	M
GTEX-XMD1-0011-R3B-SM-4AT5R	Brain - Anterior cingulate cortex (BA24)	60-69	M
GTEX-XMD1-0011-R5A-SM-4AT47	Brain - Caudate (basal ganglia)	60-69	M
GTEX-XMD1-0011-R6A-SM-4AT5K	Brain - Nucleus accumbens (basal ganglia)	60-69	M
GTEX-XMD1-0011-R8A-SM-4AT48	Brain - Hypothalamus	60-69	M
GTEX-XMD1-0011-R9A-SM-4AT49	Brain - Spinal cord (cervical c-1)	60-69	M
GTEX-XMD1-0526-SM-4AT4Z	Nerve - Tibial	60-69	M
GTEX-XMD1-0826-SM-4AT52	Breast - Mammary Tissue	60-69	M
GTEX-XMD1-2826-SM-4AT5F	Brain - Cerebellum	60-69	M
GTEX-XMD1-2926-SM-4AT42	Brain - Cortex	60-69	M
GTEX-XMD2-0001-SM-4YUVJ	Whole Blood	60-69	F
GTEX-XMD2-0001-SM-53IUM	Whole Blood	60-69	F
GTEX-XMD2-0006-SM-4WWEG	Whole Blood	60-69	F
GTEX-XMD2-0008-SM-4WWE7	Cells - Transformed fibroblasts	60-69	F
GTEX-XMD2-0126-SM-4YCDU	Skin - Sun Exposed (Lower leg)	60-69	F
GTEX-XMD2-0226-SM-4WWEE	Adipose - Subcutaneous	60-69	F
GTEX-XMD2-0326-SM-4YCD6	Nerve - Tibial	60-69	F
GTEX-XMD2-0526-SM-4YCDI	Muscle - Skeletal	60-69	F
GTEX-XMD2-0926-SM-4WWEF	Breast - Mammary Tissue	60-69	F
GTEX-XMD2-1026-SM-4WWE8	Lung	60-69	F
GTEX-XMD2-1326-SM-4YCET	Esophagus - Mucosa	60-69	F
GTEX-XMD2-2126-SM-4YCF8	Skin - Not Sun Exposed (Suprapubic)	60-69	F
GTEX-XMD3-0003-SM-4YUX3	Whole Blood	50-59	F
GTEX-XMD3-0003-SM-53IVI	Whole Blood	50-59	F
GTEX-XMD3-0006-SM-4AT5X	Whole Blood	50-59	F
GTEX-XMD3-0008-SM-4AT4V	Cells - Transformed fibroblasts	50-59	F
GTEX-XMD3-2326-SM-4AT5H	Ovary	50-59	F
GTEX-XMK1-0001-SM-4B64F	Cells - EBV-transformed lymphocytes	40-49	M
GTEX-XMK1-0003-SM-4YUWQ	Whole Blood	40-49	M
GTEX-XMK1-0003-SM-53IVD	Whole Blood	40-49	M
GTEX-XMK1-0003-SM-5URB9	Whole Blood	40-49	M
GTEX-XMK1-0005-SM-4B665	Whole Blood	40-49	M
GTEX-XMK1-0008-SM-4GICF	Cells - Transformed fibroblasts	40-49	M
GTEX-XMK1-0126-SM-4B65F	Spleen	40-49	M
GTEX-XMK1-0226-SM-4B65D	Adrenal Gland	40-49	M
GTEX-XMK1-0326-SM-4B652	Pancreas	40-49	M
GTEX-XMK1-0626-SM-4B65A	Thyroid	40-49	M
GTEX-XMK1-0926-SM-4B66X	Adipose - Visceral (Omentum)	40-49	M
GTEX-XMK1-1026-SM-4B65H	Prostate	40-49	M
GTEX-XMK1-1126-SM-4IHJ8	Breast - Mammary Tissue	40-49	M
GTEX-XMK1-1326-SM-4B65Q	Esophagus - Mucosa	40-49	M
GTEX-XMK1-1726-SM-4B64Z	Colon - Transverse	40-49	M
GTEX-XMK1-1826-SM-4B66F	Small Intestine - Terminal Ileum	40-49	M
GTEX-XMK1-2026-SM-4B65K	Testis	40-49	M
GTEX-XMK1-2226-SM-4B673	Adipose - Subcutaneous	40-49	M
GTEX-XMK1-2426-SM-4B66I	Nerve - Tibial	40-49	M
GTEX-XMK1-2526-SM-4B666	Artery - Tibial	40-49	M
GTEX-XMK1-2626-SM-4B65R	Minor Salivary Gland	40-49	M
GTEX-XOT4-0001-SM-4YUX9	Whole Blood	60-69	F
GTEX-XOT4-0001-SM-53IVJ	Whole Blood	60-69	F
GTEX-XOT4-0001-SM-5URCM	Whole Blood	60-69	F
GTEX-XOT4-0005-SM-4B64S	Whole Blood	60-69	F
GTEX-XOT4-0008-SM-4B664	Cells - Transformed fibroblasts	60-69	F
GTEX-XOT4-0326-SM-4B66S	Nerve - Tibial	60-69	F
GTEX-XOT4-0426-SM-4B66T	Artery - Tibial	60-69	F
GTEX-XOT4-0526-SM-4B66O	Muscle - Skeletal	60-69	F
GTEX-XOT4-0626-SM-4B66L	Skin - Not Sun Exposed (Suprapubic)	60-69	F
GTEX-XOT4-0726-SM-4GIAW	Breast - Mammary Tissue	60-69	F
GTEX-XOT4-0826-SM-4B66Y	Adipose - Visceral (Omentum)	60-69	F
GTEX-XOT4-1126-SM-4B66E	Heart - Atrial Appendage	60-69	F
GTEX-XOT4-1426-SM-4B65T	Lung	60-69	F
GTEX-XOTO-0002-SM-4YUWW	Whole Blood	50-59	M
GTEX-XOTO-0002-SM-53IVT	Whole Blood	50-59	M
GTEX-XOTO-0002-SM-5URC7	Whole Blood	50-59	M
GTEX-XOTO-0006-SM-4B64T	Whole Blood	50-59	M
GTEX-XOTO-0008-SM-4GICE	Cells - Transformed fibroblasts	50-59	M
GTEX-XOTO-0011-R11B-SM-4B64O	Brain - Cerebellar Hemisphere	50-59	M
GTEX-XOTO-0011-R1B-SM-4B65C	Brain - Hippocampus	50-59	M
GTEX-XOTO-0011-R3A-SM-4B64W	Brain - Anterior cingulate cortex (BA24)	50-59	M
GTEX-XOTO-0011-R5A-SM-4B657	Brain - Caudate (basal ganglia)	50-59	M
GTEX-XOTO-0011-R6B-SM-4B65X	Brain - Nucleus accumbens (basal ganglia)	50-59	M
GTEX-XOTO-0011-R7B-SM-4B64R	Brain - Putamen (basal ganglia)	50-59	M
GTEX-XOTO-0011-R8A-SM-4B65J	Brain - Hypothalamus	50-59	M
GTEX-XOTO-0011-R9A-SM-4GICI	Brain - Spinal cord (cervical c-1)	50-59	M
GTEX-XOTO-0126-SM-4B66N	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-XOTO-0226-SM-4B66H	Adipose - Subcutaneous	50-59	M
GTEX-XOTO-0326-SM-4B66K	Nerve - Tibial	50-59	M
GTEX-XOTO-0426-SM-4B66A	Artery - Tibial	50-59	M
GTEX-XOTO-0526-SM-4B662	Muscle - Skeletal	50-59	M
GTEX-XOTO-0726-SM-4B659	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-XOTO-0826-SM-4B65O	Liver	50-59	M
GTEX-XOTO-2126-SM-4B64U	Esophagus - Mucosa	50-59	M
GTEX-XOTO-2826-SM-4B65I	Prostate	50-59	M
GTEX-XOTO-2926-SM-4B65G	Brain - Cerebellum	50-59	M
GTEX-XOTO-3026-SM-4B65M	Brain - Cortex	50-59	M
GTEX-XPT6-0001-SM-4B64G	Cells - EBV-transformed lymphocytes	20-29	M
GTEX-XPT6-0004-SM-4YUXL	Whole Blood	20-29	M
GTEX-XPT6-0004-SM-53IVP	Whole Blood	20-29	M
GTEX-XPT6-0004-SM-5URDL	Whole Blood	20-29	M
GTEX-XPT6-0006-SM-4B66Q	Whole Blood	20-29	M
GTEX-XPT6-0008-SM-4B64Q	Cells - Transformed fibroblasts	20-29	M
GTEX-XPT6-0126-SM-4B65S	Heart - Left Ventricle	20-29	M
GTEX-XPT6-0226-SM-4B65L	Heart - Atrial Appendage	20-29	M
GTEX-XPT6-0326-SM-4B66V	Artery - Aorta	20-29	M
GTEX-XPT6-0426-SM-4B672	Artery - Coronary	20-29	M
GTEX-XPT6-1626-SM-4B655	Testis	20-29	M
GTEX-XPT6-2026-SM-4B64V	Muscle - Skeletal	20-29	M
GTEX-XPT6-2126-SM-4B66P	Nerve - Tibial	20-29	M
GTEX-XPT6-2226-SM-4B66R	Artery - Tibial	20-29	M
GTEX-XPVG-0003-SM-4YUWK	Whole Blood	50-59	M
GTEX-XPVG-0003-SM-53IV7	Whole Blood	50-59	M
GTEX-XPVG-0006-SM-4B65Z	Whole Blood	50-59	M
GTEX-XPVG-0008-SM-4GICH	Cells - Transformed fibroblasts	50-59	M
GTEX-XPVG-0326-SM-4B653	Pancreas	50-59	M
GTEX-XPVG-0526-SM-4B65N	Kidney - Cortex	50-59	M
GTEX-XPVG-0626-SM-4B65B	Spleen	50-59	M
GTEX-XPVG-0726-SM-4B658	Heart - Atrial Appendage	50-59	M
GTEX-XPVG-0826-SM-4B654	Heart - Left Ventricle	50-59	M
GTEX-XPVG-0926-SM-4B651	Artery - Coronary	50-59	M
GTEX-XPVG-1026-SM-4B64Y	Lung	50-59	M
GTEX-XPVG-1326-SM-4B65P	Esophagus - Muscularis	50-59	M
GTEX-XPVG-1426-SM-4B668	Esophagus - Gastroesophageal Junction	50-59	M
GTEX-XPVG-1526-SM-4B66C	Stomach	50-59	M
GTEX-XPVG-1726-SM-4B65W	Small Intestine - Terminal Ileum	50-59	M
GTEX-XPVG-1826-SM-4B64X	Colon - Transverse	50-59	M
GTEX-XPVG-2026-SM-4B65E	Prostate	50-59	M
GTEX-XPVG-2126-SM-4B667	Skin - Not Sun Exposed (Suprapubic)	50-59	M
GTEX-XPVG-2226-SM-4B65U	Testis	50-59	M
GTEX-XPVG-2526-SM-4B66D	Muscle - Skeletal	50-59	M
GTEX-XPVG-2626-SM-4B669	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-XPVG-2726-SM-4B66W	Adipose - Subcutaneous	50-59	M
GTEX-XPVG-2826-SM-4B66J	Nerve - Tibial	50-59	M
GTEX-XPVG-2926-SM-4B66G	Artery - Tibial	50-59	M
